"category","thresholdSensitivity","categoryType","alias","feedExpirationDate","feedIsStale","numberOfFollowers","previousInterestRank"
"Evamist",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Fempatch",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Gynodiol",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Innofem",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Menostar",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Vagifem",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Vivelle",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Vivelle-Dot",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Emcyt",0.35,"Therapy","[u'Estramustine Phosphate Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Cenestin",0.35,"Therapy","[u'Estrogens, Conjugated Synthetic A']","2010-12-13T00:00:00",FALSE,0,1000
"Synthetic Conjugated Estrogens A",0.35,"Therapy","[u'Estrogens, Conjugated Synthetic A']","2010-12-13T00:00:00",FALSE,0,1000
"Enjuvia",0.35,"Therapy","[u'Estrogens, Conjugated Synthetic B']","2010-12-13T00:00:00",FALSE,0,1000
"Premphase (Premarin;Cycrin 14/14)",0.35,"Therapy","[u'Estrogens, Conjugated; Medroxyprogesterone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Premphase 14/14",0.35,"Therapy","[u'Estrogens, Conjugated; Medroxyprogesterone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Prempro",0.35,"Therapy","[u'Estrogens, Conjugated; Medroxyprogesterone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Prempro (Premarin;Cycrin)",0.35,"Therapy","[u'Estrogens, Conjugated; Medroxyprogesterone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Milprem-200",0.35,"Therapy","[u'Estrogens, Conjugated; Meprobamate']","2010-12-13T00:00:00",FALSE,0,1000
"Milprem-400",0.35,"Therapy","[u'Estrogens, Conjugated; Meprobamate']","2010-12-13T00:00:00",FALSE,0,1000
"Pmb 200",0.35,"Therapy","[u'Estrogens, Conjugated; Meprobamate']","2010-12-13T00:00:00",FALSE,0,1000
"Pmb 400",0.35,"Therapy","[u'Estrogens, Conjugated; Meprobamate']","2010-12-13T00:00:00",FALSE,0,1000
"Premarin",0.35,"Therapy","[u'Estrogens, Conjugated']","2010-12-13T00:00:00",FALSE,0,1000
"Amnestrogen",0.35,"Therapy","[u'Estrogens, Esterified']","2010-12-13T00:00:00",FALSE,0,1000
"Esterified Estrogens",0.35,"Therapy","[u'Estrogens, Esterified']","2010-12-13T00:00:00",FALSE,0,1000
"Estratab",0.35,"Therapy","[u'Estrogens, Esterified']","2010-12-13T00:00:00",FALSE,0,1000
"Evex",0.35,"Therapy","[u'Estrogens, Esterified']","2010-12-13T00:00:00",FALSE,0,1000
"Femogen",0.35,"Therapy","[u'Estrogens, Esterified']","2010-12-13T00:00:00",FALSE,0,1000
"Menest",0.35,"Therapy","[u'Estrogens, Esterified']","2010-12-13T00:00:00",FALSE,0,1000
"Estrogenic Substance",0.35,"Therapy","[u'Estrone']","2010-12-13T00:00:00",FALSE,0,1000
"Natural Estrogenic Substance-Estrone",0.35,"Therapy","[u'Estrone']","2010-12-13T00:00:00",FALSE,0,1000
"Theelin",0.35,"Therapy","[u'Estrone']","2010-12-13T00:00:00",FALSE,0,1000
"Ogen",0.35,"Therapy","[u'Estropipate']","2010-12-13T00:00:00",FALSE,0,1000
"Ogen .625",0.35,"Therapy","[u'Estropipate']","2010-12-13T00:00:00",FALSE,0,1000
"Ogen 1.25",0.35,"Therapy","[u'Estropipate']","2010-12-13T00:00:00",FALSE,0,1000
"Ogen 2.5",0.35,"Therapy","[u'Estropipate']","2010-12-13T00:00:00",FALSE,0,1000
"Ogen 5",0.35,"Therapy","[u'Estropipate']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho-Est",0.35,"Therapy","[u'Estropipate']","2010-12-13T00:00:00",FALSE,0,1000
"Lunesta",0.35,"Therapy","[u'Eszopiclone']","2010-12-13T00:00:00",FALSE,0,1000
"Enbrel",0.35,"Therapy","[u'Etanercept']","2010-12-13T00:00:00",FALSE,0,1000
"Edecrin",0.35,"Therapy","[u'Ethacrynate Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Myambutol",0.35,"Therapy","[u'Ethambutol Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Ethamolin",0.35,"Therapy","[u'Ethanolamine Oleate']","2010-12-13T00:00:00",FALSE,0,1000
"Placidyl",0.35,"Therapy","[u'Ethchlorvynol']","2010-12-13T00:00:00",FALSE,0,1000
"Valmid",0.35,"Therapy","[u'Ethinamate']","2010-12-13T00:00:00",FALSE,0,1000
"Demulen 1/35-21",0.35,"Therapy","[u'Ethinyl Estradiol; Ethynodiol Diacetate']","2010-12-13T00:00:00",FALSE,0,1000
"Demulen 1/35-28",0.35,"Therapy","[u'Ethinyl Estradiol; Ethynodiol Diacetate']","2010-12-13T00:00:00",FALSE,0,1000
"Demulen 1/50-21",0.35,"Therapy","[u'Ethinyl Estradiol; Ethynodiol Diacetate']","2010-12-13T00:00:00",FALSE,0,1000
"Demulen 1/50-28",0.35,"Therapy","[u'Ethinyl Estradiol; Ethynodiol Diacetate']","2010-12-13T00:00:00",FALSE,0,1000
"Kelnor",0.35,"Therapy","[u'Ethinyl Estradiol; Ethynodiol Diacetate']","2010-12-13T00:00:00",FALSE,0,1000
"Zovia 1/35E-21",0.35,"Therapy","[u'Ethinyl Estradiol; Ethynodiol Diacetate']","2010-12-13T00:00:00",FALSE,0,1000
"Zovia 1/35E-28",0.35,"Therapy","[u'Ethinyl Estradiol; Ethynodiol Diacetate']","2010-12-13T00:00:00",FALSE,0,1000
"Zovia 1/50E-21",0.35,"Therapy","[u'Ethinyl Estradiol; Ethynodiol Diacetate']","2010-12-13T00:00:00",FALSE,0,1000
"Zovia 1/50E-28",0.35,"Therapy","[u'Ethinyl Estradiol; Ethynodiol Diacetate']","2010-12-13T00:00:00",FALSE,0,1000
"Nuvaring",0.35,"Therapy","[u'Ethinyl Estradiol; Etonogestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Norlestrin Fe 1/50",0.35,"Therapy","[u'Ethinyl Estradiol; Ferrous Fumarate; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Norlestrin Fe 2.5/50",0.35,"Therapy","[u'Ethinyl Estradiol; Ferrous Fumarate; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Norquest Fe",0.35,"Therapy","[u'Ethinyl Estradiol; Ferrous Fumarate; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Alesse",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Altavera",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Aviane-21",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Aviane-28",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Enpresse-21",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Enpresse-28",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Introvale",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Lessina-21",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Lessina-28",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Levlite",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Levonest",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Levonorgestrel And Ethinyl Estradiol",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Levora 0.15/30-21",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Levora 0.15/30-28",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Loseasonique",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Lybrel",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Nordette-21",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Nordette-28",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Portia-21",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Portia-28",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Preven Emergency Contraceptive Kit",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Quasense",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Seasonale",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Seasonique",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Triphasil-21",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Triphasil-28",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Trivora-21",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Trivora-28",0.35,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho Evra",0.35,"Therapy","[u'Ethinyl Estradiol; Norelgestromin']","2010-12-13T00:00:00",FALSE,0,1000
"Estrostep 21",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Estrostep Fe",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Femhrt",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Junel 1.5/30",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Junel 1/20",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Junel Fe 1.5/30",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Junel Fe 1/20",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Loestrin 21 1.5/30",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Loestrin 21 1/20",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Loestrin 24 Fe",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Loestrin Fe 1.5/30",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Loestrin Fe 1/20",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Microgestin 1.5/30",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Microgestin 1/20",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Microgestin Fe 1.5/30",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Microgestin Fe 1/20",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Norethindrone Acetate And Ethinyl Estradiol",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Norethindrone Acetate And Ethinyl Estradiol And Ferrous Fumarate",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Norlestrin 21 1/50",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Norlestrin 21 2.5/50",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Norlestrin 28 1/50",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Tri-Legest 21",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Tri-Legest Fe",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Balziva-21",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Balziva-28",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Brevicon 21-Day",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Brevicon 28-Day",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Cyclafem 1/35",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Cyclafem 7/7/7",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Femcon Fe",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Gencept 10/11-21",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Gencept 10/11-28",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Modicon 21",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Modicon 28",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"N.E.E. 1/35 21",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"N.E.E. 1/35 28",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Norcept-E 1/35 21",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Norcept-E 1/35 28",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Norethin 1/35E-21",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Norethin 1/35E-28",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Norethindrone And Ethinyl Estradiol",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Norethindrone And Ethinyl Estradiol (10/11)",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Norethindrone And Ethinyl Estradiol (7/14)",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Norethindrone And Ethinyl Estradiol And Ferrous Fumarate",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Norinyl 1+35 21-Day",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Norinyl 1+35 28-Day",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Nortrel 0.5/35-21",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Nortrel 0.5/35-28",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Nortrel 1/35-21",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Nortrel 1/35-28",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Nortrel 7/7/7",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho-Novum 1/35-21",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho-Novum 1/35-28",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho-Novum 10/11-21",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho-Novum 10/11-28",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho-Novum 7/14-21",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho-Novum 7/14-28",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho-Novum 7/7/7-21",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho-Novum 7/7/7-28",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Ovcon-35",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Ovcon-50",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Tri-Norinyl 21-Day",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Tri-Norinyl 28-Day",0.35,"Therapy","[u'Ethinyl Estradiol; Norethindrone']","2010-12-13T00:00:00",FALSE,0,1000
"Norgestimate And Ethinyl Estradiol",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestimate']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho Cyclen-21",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestimate']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho Cyclen-28",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestimate']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho Tri-Cyclen",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestimate']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho Tri-Cyclen 21",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestimate']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho Tri-Cyclen 28",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestimate']","2010-12-13T00:00:00",FALSE,0,1000
"Ortho Tri-Cyclen Lo",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestimate']","2010-12-13T00:00:00",FALSE,0,1000
"Previfem",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestimate']","2010-12-13T00:00:00",FALSE,0,1000
"Sprintec",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestimate']","2010-12-13T00:00:00",FALSE,0,1000
"Tri Lo Sprintec",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestimate']","2010-12-13T00:00:00",FALSE,0,1000
"Tri-Previfem",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestimate']","2010-12-13T00:00:00",FALSE,0,1000
"Tri-Sprintec",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestimate']","2010-12-13T00:00:00",FALSE,0,1000
"Cryselle",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Lo/Ovral",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Lo/Ovral-28",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Low-Ogestrel-21",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Low-Ogestrel-28",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Ogestrel 0.5/50-21",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Ogestrel 0.5/50-28",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Ovral",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Ovral-28",0.35,"Therapy","[u'Ethinyl Estradiol; Norgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Estinyl",0.35,"Therapy","[u'Ethinyl Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Feminone",0.35,"Therapy","[u'Ethinyl Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Lynoral",0.35,"Therapy","[u'Ethinyl Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Ethiodol",0.35,"Therapy","[u'Ethiodized Oil']","2010-12-13T00:00:00",FALSE,0,1000
"Trecator",0.35,"Therapy","[u'Ethionamide']","2010-12-13T00:00:00",FALSE,0,1000
"Parsidol",0.35,"Therapy","[u'Ethopropazine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Zarontin",0.35,"Therapy","[u'Ethosuximide']","2010-12-13T00:00:00",FALSE,0,1000
"Peganone",0.35,"Therapy","[u'Ethotoin']","2010-12-13T00:00:00",FALSE,0,1000
"Cardrase",0.35,"Therapy","[u'Ethoxzolamide']","2010-12-13T00:00:00",FALSE,0,1000
"Ethamide",0.35,"Therapy","[u'Ethoxzolamide']","2010-12-13T00:00:00",FALSE,0,1000
"Maxibolin",0.35,"Therapy","[u'Ethylestrenol']","2010-12-13T00:00:00",FALSE,0,1000
"Ovulen",0.35,"Therapy","[u'Ethynodiol Diacetate; Mestranol']","2010-12-13T00:00:00",FALSE,0,1000
"Ovulen-21",0.35,"Therapy","[u'Ethynodiol Diacetate; Mestranol']","2010-12-13T00:00:00",FALSE,0,1000
"Ovulen-28",0.35,"Therapy","[u'Ethynodiol Diacetate; Mestranol']","2010-12-13T00:00:00",FALSE,0,1000
"Didronel",0.35,"Therapy","[u'Etidronate Disodium']","2010-12-13T00:00:00",FALSE,0,1000
"Lodine",0.35,"Therapy","[u'Etodolac']","2010-12-13T00:00:00",FALSE,0,1000
"Lodine Xl",0.35,"Therapy","[u'Etodolac']","2010-12-13T00:00:00",FALSE,0,1000
"Amidate",0.35,"Therapy","[u'Etomidate']","2010-12-13T00:00:00",FALSE,0,1000
"Implanon",0.35,"Therapy","[u'Etonogestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Etopophos Preservative Free",0.35,"Therapy","[u'Etoposide Phosphate']","2010-12-13T00:00:00",FALSE,0,1000
"Toposar",0.35,"Therapy","[u'Etoposide']","2010-12-13T00:00:00",FALSE,0,1000
"Vepesid",0.35,"Therapy","[u'Etoposide']","2010-12-13T00:00:00",FALSE,0,1000
"Intelence",0.35,"Therapy","[u'Etravirine']","2010-12-13T00:00:00",FALSE,0,1000
"Tegison",0.35,"Therapy","[u'Etretinate']","2010-12-13T00:00:00",FALSE,0,1000
"Afinitor",0.35,"Therapy","[u'Everolimus']","2010-12-13T00:00:00",FALSE,0,1000
"Zortress",0.35,"Therapy","[u'Everolimus']","2010-12-13T00:00:00",FALSE,0,1000
"Aromasin",0.35,"Therapy","[u'Exemestane']","2010-12-13T00:00:00",FALSE,0,1000
"Byetta",0.35,"Therapy","[u'Exenatide Synthetic']","2010-12-13T00:00:00",FALSE,0,1000
"Vytorin",0.35,"Therapy","[u'Ezetimibe; Simvastatin']","2010-12-13T00:00:00",FALSE,0,1000
"Zetia",0.35,"Therapy","[u'Ezetimibe']","2010-12-13T00:00:00",FALSE,0,1000
"Famvir",0.35,"Therapy","[u'Famciclovir']","2010-12-13T00:00:00",FALSE,0,1000
"Famotidine Preservative Free",0.35,"Therapy","[u'Famotidine']","2010-12-13T00:00:00",FALSE,0,1000
"Famotidine Preservative Free (Pharmacy Bulk)",0.35,"Therapy","[u'Famotidine']","2010-12-13T00:00:00",FALSE,0,1000
"Famotidine Preservative Free In Plastic Container",0.35,"Therapy","[u'Famotidine']","2010-12-13T00:00:00",FALSE,0,1000
"Fluxid",0.35,"Therapy","[u'Famotidine']","2010-12-13T00:00:00",FALSE,0,1000
"Pepcid",0.35,"Therapy","[u'Famotidine']","2010-12-13T00:00:00",FALSE,0,1000
"Pepcid Ac",0.35,"Therapy","[u'Famotidine']","2010-12-13T00:00:00",FALSE,0,1000
"Pepcid Ac (Geltab)",0.35,"Therapy","[u'Famotidine']","2010-12-13T00:00:00",FALSE,0,1000
"Pepcid Preservative Free",0.35,"Therapy","[u'Famotidine']","2010-12-13T00:00:00",FALSE,0,1000
"Pepcid Preservative Free In Plastic Container",0.35,"Therapy","[u'Famotidine']","2010-12-13T00:00:00",FALSE,0,1000
"Pepcid Rpd",0.35,"Therapy","[u'Famotidine']","2010-12-13T00:00:00",FALSE,0,1000
"Uloric",0.35,"Therapy","[u'Febuxostat']","2010-12-13T00:00:00",FALSE,0,1000
"Felbatol",0.35,"Therapy","[u'Felbamate']","2010-12-13T00:00:00",FALSE,0,1000
"Plendil",0.35,"Therapy","[u'Felodipine']","2010-12-13T00:00:00",FALSE,0,1000
"Antara (Micronized)",0.35,"Therapy","[u'Fenofibrate']","2010-12-13T00:00:00",FALSE,0,1000
"Fenofibrate (Micronized)",0.35,"Therapy","[u'Fenofibrate']","2010-12-13T00:00:00",FALSE,0,1000
"Fenoglide",0.35,"Therapy","[u'Fenofibrate']","2010-12-13T00:00:00",FALSE,0,1000
"Lipidil",0.35,"Therapy","[u'Fenofibrate']","2010-12-13T00:00:00",FALSE,0,1000
