"category","thresholdSensitivity","categoryType","alias","feedExpirationDate","feedIsStale"
"Naphazoline Hydrochloride And Pheniramine Maleate",,"Therapy","[u'Naphazoline Hydrochloride; Pheniramine Maleate']",,
"Naphcon Forte",,"Therapy","[u'Naphazoline Hydrochloride']",,
"Naphcon-A",,"Therapy","[u'Naphazoline Hydrochloride; Pheniramine Maleate']",,
"Naprelan",,"Therapy","[u'Naproxen Sodium']",,
"Naprosyn",,"Therapy","[u'Naproxen']",,
"Naproxen",,"Therapy",,,
"Naproxen Sodium",,"Therapy",,,
"Naproxen Sodium And Pseudoephedrine Hydrochloride",,"Therapy","[u'Naproxen Sodium; Pseudoephedrine Hydrochloride']",,
"Naqua",,"Therapy","[u'Trichlormethiazide']",,
"Naquival",,"Therapy","[u'Reserpine; Trichlormethiazide']",,
"Naratriptan",,"Therapy",,,
"Narcan",,"Therapy","[u'Naloxone Hydrochloride']",,
"Nardil",,"Therapy","[u'Phenelzine Sulfate']",,
"Naropin",,"Therapy","[u'Ropivacaine Hydrochloride Monohydrate']",,
"Nasacort",,"Therapy","[u'Triamcinolone Acetonide']",,
"Nasacort Aq",,"Therapy","[u'Triamcinolone Acetonide']",,
"Nasacort Hfa",,"Therapy","[u'Triamcinolone Acetonide']",,
"Nasalcrom",,"Therapy","[u'Cromolyn Sodium']",,
"Nasalide",,"Therapy","[u'Flunisolide']",,
"Nasarel",,"Therapy","[u'Flunisolide']",,
"Nascobal",,"Therapy","[u'Cyanocobalamin']",,
"Nasonex",,"Therapy","[u'Mometasone Furoate Monohydrate']",,
"Natacyn",,"Therapy","[u'Natamycin']",,
"Natazia",,"Therapy","[u'Estradiol Valerate; Estradiol Valerate Dienogest']",,
"Nateglinide",,"Therapy",,,
"Natrecor",,"Therapy","[u'Nesiritide Recombinant']",,
"Natroba",,"Therapy","[u'Spinosad']",,
"Natural Estrogenic Substance-Estrone",,"Therapy","[u'Estrone']",,
"Naturetin-10",,"Therapy","[u'Bendroflumethiazide']",,
"Naturetin-2.5",,"Therapy","[u'Bendroflumethiazide']",,
"Naturetin-5",,"Therapy","[u'Bendroflumethiazide']",,
"Navane",,"Therapy","[u'Thiothixene Hydrochloride']",,
"Navelbine",,"Therapy","[u'Vinorelbine Tartrate']",,
"Navstel",,"Therapy","[u'Calcium Chloride; Dextrose; Glutathione Disulfide; Magnesium Chloride; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Phosphate']",,
"Nebcin",,"Therapy","[u'Tobramycin Sulfate']",,
"Nebupent",,"Therapy","[u'Pentamidine Isethionate']",,
"Nedocromil Sodium",,"Therapy",,,
"Nefazodone Hydrochloride",,"Therapy",,,
"Neggram",,"Therapy","[u'Nalidixic Acid']",,
"Nembutal",,"Therapy","[u'Pentobarbital Sodium']",,
"Nembutal Sodium",,"Therapy","[u'Pentobarbital Sodium']",,
"Neo Tect Kit",,"Therapy","[u'Technetium Tc-99M Depreotide']",,
"Neo-Cort-Dome",,"Therapy","[u'Acetic Acid, Glacial; Hydrocortisone; Neomycin Sulfate']",,
"Neo-Cortef",,"Therapy","[u'Hydrocortisone Acetate; Neomycin Sulfate']",,
"Neo-Delta-Cortef",,"Therapy","[u'Neomycin Sulfate; Prednisolone Acetate']",,
"Neo-Fradin",,"Therapy","[u'Neomycin Sulfate']",,
"Neo-Hydeltrasol",,"Therapy","[u'Neomycin Sulfate; Prednisolone Sodium Phosphate']",,
"Neo-Medrol",,"Therapy","[u'Methylprednisolone; Neomycin Sulfate']",,
"Neo-Medrol Acetate",,"Therapy","[u'Methylprednisolone Acetate; Neomycin Sulfate']",,
"Neo-Polycin",,"Therapy","[u'Bacitracin Zinc; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Neo-Rx",,"Therapy","[u'Neomycin Sulfate']",,
"Neo-Synalar",,"Therapy","[u'Fluocinolone Acetonide; Neomycin Sulfate']",,
"Neobiotic",,"Therapy","[u'Neomycin Sulfate']",,
"Neodecadron",,"Therapy","[u'Dexamethasone Sodium Phosphate; Neomycin Sulfate']",,
"Neomycin & Polymyxin B Sulfates & Bacitracin Zinc & Hydrocortisone",,"Therapy","[u'Bacitracin Zinc; Hydrocortisone; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Neomycin And Polymyxin B Sulfate",,"Therapy","[u'Neomycin Sulfate; Polymyxin B Sulfate']",,
"Neomycin And Polymyxin B Sulfates And Bacitracin Zinc",,"Therapy","[u'Bacitracin Zinc; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Neomycin And Polymyxin B Sulfates And Dexamethasone",,"Therapy","[u'Dexamethasone; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Neomycin And Polymyxin B Sulfates And Gramicidin",,"Therapy","[u'Gramicidin; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Neomycin And Polymyxin B Sulfates And Hydrocortisone",,"Therapy","[u'Hydrocortisone; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Neomycin And Polymyxin B Sulfates, Bacitracin Zinc And Hydrocortisone",,"Therapy","[u'Bacitracin Zinc; Hydrocortisone; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Neomycin Sulfate",,"Therapy",,,
"Neomycin Sulfate And Dexamethasone Sodium Phosphate",,"Therapy","[u'Dexamethasone Sodium Phosphate; Neomycin Sulfate']",,
"Neomycin Sulfate And Polymyxin B Sulfate Gramicidin",,"Therapy","[u'Gramicidin; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Neomycin Sulfate-Dexamethasone Sodium Phosphate",,"Therapy","[u'Dexamethasone Sodium Phosphate; Neomycin Sulfate']",,
"Neomycin Sulfate-Polymyxin B Sulfate-Hydrocortisone",,"Therapy","[u'Hydrocortisone; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Neomycin Sulfate-Triamcinolone Acetonide",,"Therapy","[u'Neomycin Sulfate; Triamcinolone Acetonide']",,
"Neomycin Sulfate, Polymyxin B Sulfate & Hydrocortisone",,"Therapy","[u'Hydrocortisone; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Neopap",,"Therapy","[u'Acetaminophen']",,
"Neopasalate",,"Therapy","[u'Aminosalicylate Sodium; Aminosalicylic Acid']",,
"Neopham 6.4%",,"Therapy","[u'Amino Acids']",,
"Neoprofen",,"Therapy","[u'Ibuprofen Lysine']",,
"Neoral",,"Therapy","[u'Cyclosporine']",,
"Neosar",,"Therapy","[u'Cyclophosphamide']",,
"Neoscan",,"Therapy","[u'Gallium Citrate Ga-67']",,
"Neosporin",,"Therapy","[u'Gramicidin; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Neosporin G.U. Irrigant",,"Therapy","[u'Neomycin Sulfate; Polymyxin B Sulfate']",,
"Neothylline",,"Therapy","[u'Dyphylline']",,
"Neotrizine",,"Therapy","[u'Trisulfapyrimidines (Sulfadiazine;Sulfamerazine;Sulfamethazine)']",,
"Nephramine 5.4%",,"Therapy","[u'Amino Acids']",,
"Nephroflow",,"Therapy","[u'Iodohippurate Sodium I-123']",,
"Neptazane",,"Therapy","[u'Methazolamide']",,
"Nesacaine",,"Therapy","[u'Chloroprocaine Hydrochloride']",,
"Nesacaine-Mpf",,"Therapy","[u'Chloroprocaine Hydrochloride']",,
"Netromycin",,"Therapy","[u'Netilmicin Sulfate']",,
"Neulasta",,"Therapy","[u'Pegfilgrastim']",,
"Neumega",,"Therapy","[u'Oprelvekin']",,
"Neupogen",,"Therapy","[u'Filgrastim']",,
"Neupro",,"Therapy","[u'Rotigotine']",,
"Neuramate",,"Therapy","[u'Meprobamate']",,
"Neurolite",,"Therapy","[u'Technetium Tc-99M Bicisate Kit']",,
"Neurontin",,"Therapy","[u'Gabapentin']",,
"Neutrexin",,"Therapy","[u'Trimetrexate Glucuronate']",,
"Nevanac",,"Therapy","[u'Nepafenac']",,
"Nevirapine",,"Therapy",,,
"Nevirapine Tablets For Oral Suspension",,"Therapy","[u'Nevirapine']",,
"Nexavar",,"Therapy","[u'Sorafenib Tosylate']",,
"Nexcede",,"Therapy","[u'Ketoprofen']",,
"Nexium",,"Therapy","[u'Esomeprazole Magnesium']",,
"Nexium Iv",,"Therapy","[u'Esomeprazole Sodium']",,
"Nexterone",,"Therapy","[u'Amiodarone Hydrochloride']",,
"Niacin",,"Therapy",,,
"Niacor",,"Therapy","[u'Niacin']",,
"Niaspan",,"Therapy","[u'Niacin']",,
"Niaspan Titration Starter Pack",,"Therapy","[u'Niacin']",,
"Nicardipine Hydrochloride",,"Therapy",,,
"Niclocide",,"Therapy","[u'Niclosamide']",,
"Nicoderm Cq",,"Therapy","[u'Nicotine']",,
"Nicolar",,"Therapy","[u'Niacin']",,
"Nicorette",,"Therapy","[u'Nicotine Polacrilex']",,
"Nicorette (Mint)",,"Therapy","[u'Nicotine Polacrilex']",,
"Nicotine",,"Therapy",,,
"Nicotine Polacrilex",,"Therapy",,,
"Nicotrol",,"Therapy","[u'Nicotine']",,
"Nifedipine",,"Therapy",,,
"Nilandron",,"Therapy","[u'Nilutamide']",,
"Nilstat",,"Therapy","[u'Nystatin']",,
"Nimbex",,"Therapy","[u'Cisatracurium Besylate']",,
"Nimbex Preservative Free",,"Therapy","[u'Cisatracurium Besylate']",,
"Nimodipine",,"Therapy",,,
"Nimotop",,"Therapy","[u'Nimodipine']",,
"Nipent",,"Therapy","[u'Pentostatin']",,
"Nipride",,"Therapy","[u'Sodium Nitroprusside']",,
"Niravam",,"Therapy","[u'Alprazolam']",,
"Nisoldipine",,"Therapy",,,
"Nithiodote",,"Therapy","[u'Sodium Nitrite; Sodium Thiosulfate']",,
"Nitro Iv",,"Therapy","[u'Nitroglycerin']",,
"Nitro-Bid",,"Therapy","[u'Nitroglycerin']",,
"Nitro-Dur",,"Therapy","[u'Nitroglycerin']",,
"Nitrofurantoin",,"Therapy",,,
"Nitrofurantoin (Monohydrate/Macrocrystals)",,"Therapy","[u'Nitrofurantoin; Nitrofurantoin, Macrocrystalline']",,
"Nitrofurantoin Macrocrystalline",,"Therapy","[u'Nitrofurantoin, Macrocrystalline']",,
"Nitrofurazone",,"Therapy",,,
"Nitroglycerin",,"Therapy",,,
"Nitroglycerin In Dextrose 5%",,"Therapy","[u'Nitroglycerin']",,
"Nitrol",,"Therapy","[u'Nitroglycerin']",,
"Nitrolingual",,"Therapy","[u'Nitroglycerin']",,
"Nitrolingual Pumpspray",,"Therapy","[u'Nitroglycerin']",,
"Nitromist",,"Therapy","[u'Nitroglycerin']",,
"Nitronal",,"Therapy","[u'Nitroglycerin']",,
"Nitropress",,"Therapy","[u'Sodium Nitroprusside']",,
"Nitrostat",,"Therapy","[u'Nitroglycerin']",,
"Nix",,"Therapy","[u'Permethrin']",,
"Nizatidine",,"Therapy",,,
"Nizoral",,"Therapy","[u'Ketoconazole']",,
"Nizoral A-D",,"Therapy","[u'Ketoconazole']",,
"Nogenic Hc",,"Therapy","[u'Hydrocortisone']",,
"Noludar",,"Therapy","[u'Methyprylon']",,
"Nolvadex",,"Therapy","[u'Tamoxifen Citrate']",,
"Nor-Qd",,"Therapy","[u'Norethindrone']",,
"Norcept-E 1/35 21",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Norcept-E 1/35 28",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Norcet",,"Therapy","[u'Acetaminophen; Hydrocodone Bitartrate']",,
"Norco",,"Therapy","[u'Acetaminophen; Hydrocodone Bitartrate']",,
"Norcuron",,"Therapy","[u'Vecuronium Bromide']",,
"Nordette-21",,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']",,
"Nordette-28",,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']",,
"Norditropin",,"Therapy","[u'Somatropin Recombinant']",,
"Norditropin Flexpro",,"Therapy","[u'Somatropin Recombinant']",,
"Norditropin Nordiflex",,"Therapy","[u'Somatropin Recombinant']",,
"Norepinephrine Bitartrate",,"Therapy",,,
"Norethidrone",,"Therapy","[u'Norethindrone']",,
"Norethin 1/35E-21",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Norethin 1/35E-28",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Norethin 1/50M-21",,"Therapy","[u'Mestranol; Norethindrone']",,
"Norethin 1/50M-28",,"Therapy","[u'Mestranol; Norethindrone']",,
"Norethindrone Acetate",,"Therapy",,,
"Norethindrone Acetate And Ethinyl Estradiol",,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']",,
"Norethindrone Acetate And Ethinyl Estradiol And Ferrous Fumarate",,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']",,
"Norethindrone Acetate; Ethinyl Estradiol",,"Therapy",,,
"Norethindrone And Ethinyl Estradiol",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Norethindrone And Ethinyl Estradiol (10/11)",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Norethindrone And Ethinyl Estradiol (7/14)",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Norethindrone And Ethinyl Estradiol And Ferrous Fumarate",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Norethindrone And Ethinyl Estradiol; Ferrous Fumarate",,"Therapy",,,
"Norethindrone And Mestranol",,"Therapy","[u'Mestranol; Norethindrone']",,
"Norethindrone; Ethinyl Estradiol",,"Therapy",,,
"Norflex",,"Therapy","[u'Orphenadrine Citrate']",,
"Norfloxacin",,"Therapy",,,
"Norgesic",,"Therapy","[u'Aspirin; Caffeine; Orphenadrine Citrate']",,
"Norgesic Forte",,"Therapy","[u'Aspirin; Caffeine; Orphenadrine Citrate']",,
"Norgestimate And Ethinyl Estradiol",,"Therapy","[u'Ethinyl Estradiol; Norgestimate']",,
"Norinyl",,"Therapy","[u'Mestranol; Norethindrone']",,
"Norinyl 1+35 21-Day",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Norinyl 1+35 28-Day",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Norinyl 1+50 21-Day",,"Therapy","[u'Mestranol; Norethindrone']",,
"Norinyl 1+50 28-Day",,"Therapy","[u'Mestranol; Norethindrone']",,
"Norinyl 1+80 21-Day",,"Therapy","[u'Mestranol; Norethindrone']",,
"Norinyl 1+80 28-Day",,"Therapy","[u'Mestranol; Norethindrone']",,
"Norisodrine",,"Therapy","[u'Isoproterenol Sulfate']",,
"Norisodrine Aerotrol",,"Therapy","[u'Isoproterenol Hydrochloride']",,
"Noritate",,"Therapy","[u'Metronidazole']",,
"Norlestrin 21 1/50",,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']",,
"Norlestrin 21 2.5/50",,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']",,
"Norlestrin 28 1/50",,"Therapy","[u'Ethinyl Estradiol; Norethindrone Acetate']",,
"Norlestrin Fe 1/50",,"Therapy","[u'Ethinyl Estradiol; Ferrous Fumarate; Norethindrone Acetate']",,
"Norlestrin Fe 2.5/50",,"Therapy","[u'Ethinyl Estradiol; Ferrous Fumarate; Norethindrone Acetate']",,
"Norlutate",,"Therapy","[u'Norethindrone Acetate']",,
"Norlutin",,"Therapy","[u'Norethindrone']",,
"Normiflo",,"Therapy","[u'Ardeparin Sodium']",,
"Normocarb Hf 25",,"Therapy","[u'Magnesium Chloride; Sodium Bicarbonate; Sodium Chloride']",,
"Normocarb Hf 35",,"Therapy","[u'Magnesium Chloride; Sodium Bicarbonate; Sodium Chloride']",,
"Normodyne",,"Therapy","[u'Labetalol Hydrochloride']",,
"Normosol-M And Dextrose 5% In Plastic Container",,"Therapy","[u'Dextrose; Magnesium Acetate; Potassium Acetate; Sodium Chloride']",,
"Normosol-R And Dextrose 5% In Plastic Container",,"Therapy","[u'Dextrose; Magnesium Chloride; Potassium Chloride; Sodium Acetate; Sodium Chloride; Sodium Gluconate']",,
"Normosol-R In Plastic Container",,"Therapy","[u'Magnesium Chloride; Potassium Chloride; Sodium Acetate; Sodium Chloride; Sodium Gluconate']",,
"Normozide",,"Therapy","[u'Hydrochlorothiazide; Labetalol Hydrochloride']",,
"Noroxin",,"Therapy","[u'Norfloxacin']",,
"Norpace",,"Therapy","[u'Disopyramide Phosphate']",,
"Norpace Cr",,"Therapy","[u'Disopyramide Phosphate']",,
"Norplant",,"Therapy","[u'Levonorgestrel']",,
"Norplant Ii",,"Therapy","[u'Levonorgestrel']",,
"Norplant System In Plastic Container",,"Therapy","[u'Levonorgestrel']",,
"Norpramin",,"Therapy","[u'Desipramine Hydrochloride']",,
"Norquest Fe",,"Therapy","[u'Ethinyl Estradiol; Ferrous Fumarate; Norethindrone']",,
"Nortrel 0.5/35-21",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Nortrel 0.5/35-28",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Nortrel 1/35-21",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Nortrel 1/35-28",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Nortrel 7/7/7",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Nortriptyline Hydrochloride",,"Therapy",,,
"Norvasc",,"Therapy","[u'Amlodipine Besylate']",,
"Norvir",,"Therapy","[u'Ritonavir']",,
"Novafed",,"Therapy","[u'Pseudoephedrine Hydrochloride']",,
"Novamine 11.4%",,"Therapy","[u'Amino Acids']",,
"Novamine 15%",,"Therapy","[u'Amino Acids']",,
"Novamine 15% Sulfite Free In Plastic Container",,"Therapy","[u'Amino Acids']",,
"Novamine 8.5%",,"Therapy","[u'Amino Acids']",,
"Novantrone",,"Therapy","[u'Mitoxantrone Hydrochloride']",,
"Novocain",,"Therapy","[u'Procaine Hydrochloride']",,
"Novolin 70/30",,"Therapy","[u'Insulin Recombinant Human; Insulin Susp Isophane Recombinant Human']",,
"Novolin L",,"Therapy","[u'Insulin Zinc Susp Recombinant Human']",,
"Novolin N",,"Therapy","[u'Insulin Susp Isophane Recombinant Human']",,
"Novolin R",,"Therapy","[u'Insulin Recombinant Human']",,
"Novolog",,"Therapy","[u'Insulin Aspart Recombinant']",,
"Novolog Mix 50/50",,"Therapy","[u'Insulin Aspart Protamine Recombinant; Insulin Aspart Recombinant']",,
"Novolog Mix 70/30",,"Therapy","[u'Insulin Aspart Protamine Recombinant; Insulin Aspart Recombinant']",,
"Novothyrox",,"Therapy","[u'Levothyroxine Sodium']",,
"Novrad",,"Therapy","[u'Levopropoxyphene Napsylate Anhydrous']",,
"Noxafil",,"Therapy","[u'Posaconazole']",,
"Nph Iletin I (Beef-Pork)",,"Therapy","[u'Insulin Susp Isophane Beef/Pork']",,
"Nph Iletin Ii",,"Therapy","[u'Insulin Susp Isophane Purified Beef']",,
"Nph Iletin Ii (Pork)",,"Therapy","[u'Insulin Susp Isophane Purified Pork']",,
"Nph Insulin",,"Therapy","[u'Insulin Susp Isophane Beef']",,
"Nph Purified Pork Isophane Insulin",,"Therapy","[u'Insulin Susp Isophane Purified Pork']",,
"Nplate",,"Therapy","[u'Romiplostim']",,
"Nubain",,"Therapy","[u'Nalbuphine Hydrochloride']",,
"Nucynta",,"Therapy","[u'Tapentadol Hydrochloride']",,
"Nuedexta",,"Therapy","[u'Dextromethorphan Hydrobromide; Quinidine Sulfate']",,
"Nulytely",,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']",,
"Nulytely-Flavored",,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride']",,
"Numorphan",,"Therapy","[u'Oxymorphone Hydrochloride']",,
"Nuprin",,"Therapy","[u'Ibuprofen']",,
"Nuromax",,"Therapy","[u'Doxacurium Chloride']",,
"Nutracort",,"Therapy","[u'Hydrocortisone']",,
"Nutrestore",,"Therapy","[u'Glutamine']",,
"Nutrilipid 10%",,"Therapy","[u'Soybean Oil']",,
"Nutrilipid 20%",,"Therapy","[u'Soybean Oil']",,
"Nutropin",,"Therapy","[u'Somatropin Recombinant']",,
"Nutropin Aq",,"Therapy","[u'Somatropin Recombinant']",,
"Nutropin Aq Pen",,"Therapy","[u'Somatropin Recombinant']",,
"Nutropin Depot",,"Therapy","[u'Somatropin Recombinant']",,
"Nuvaring",,"Therapy","[u'Ethinyl Estradiol; Etonogestrel']",,
"Nuvigil",,"Therapy","[u'Armodafinil']",,
"Nydrazid",,"Therapy","[u'Isoniazid']",,
"Nysert",,"Therapy","[u'Nystatin']",,
"Nystaform",,"Therapy","[u'Clioquinol; Nystatin']",,
"Nystatin",,"Therapy",,,
"Nystatin And Triamcinolone Acetonide",,"Therapy","[u'Nystatin; Triamcinolone Acetonide']",,
"Nystatin-Triamcinolone Acetonide",,"Therapy","[u'Nystatin; Triamcinolone Acetonide']",,
"Nystex",,"Therapy","[u'Nystatin']",,
"Nystop",,"Therapy","[u'Nystatin']",,
"Obestin-30",,"Therapy","[u'Phentermine Hydrochloride']",,
"Oby-Trim",,"Therapy","[u'Phentermine Hydrochloride']",,
"Ocl",,"Therapy","[u'Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate']",,
"Octocaine",,"Therapy","[u'Epinephrine; Lidocaine Hydrochloride']",,
"Octreoscan",,"Therapy","[u'Indium In-111 Pentetreotide Kit']",,
"Octreotide Acetate",,"Therapy",,,
"Octreotide Acetate (Preservative Free)",,"Therapy","[u'Octreotide Acetate']",,
"Ocuclear",,"Therapy","[u'Oxymetazoline Hydrochloride']",,
"Ocufen",,"Therapy","[u'Flurbiprofen Sodium']",,
"Ocuflox",,"Therapy","[u'Ofloxacin']",,
"Ocumycin",,"Therapy","[u'Bacitracin Zinc; Polymyxin B Sulfate']",,
"Ocupress",,"Therapy","[u'Carteolol Hydrochloride']",,
"Ocusert Pilo-20",,"Therapy","[u'Pilocarpine']",,
"Ocusert Pilo-40",,"Therapy","[u'Pilocarpine']",,
"Ocusulf-10",,"Therapy","[u'Sulfacetamide Sodium']",,
"Ocusulf-30",,"Therapy","[u'Sulfacetamide Sodium']",,
"Ofirmev",,"Therapy","[u'Acetaminophen']",,
"Ofloxacin",,"Therapy",,,
"Oforta",,"Therapy","[u'Fludarabine Phosphate']",,
"Ogen",,"Therapy","[u'Estropipate']",,
"Ogen .625",,"Therapy","[u'Estropipate']",,
"Ogen 1.25",,"Therapy","[u'Estropipate']",,
"Ogen 2.5",,"Therapy","[u'Estropipate']",,
"Ogen 5",,"Therapy","[u'Estropipate']",,
"Ogestrel 0.5/50-21",,"Therapy","[u'Ethinyl Estradiol; Norgestrel']",,
"Ogestrel 0.5/50-28",,"Therapy","[u'Ethinyl Estradiol; Norgestrel']",,
"Olanzapine",,"Therapy",,,
"Olanzapine; Fluoxetine Hydrochloride",,"Therapy",,,
"Oleptro",,"Therapy","[u'Trazodone Hydrochloride']",,
"Olmesartan Medoxomil",,"Therapy",,,
"Olmesartan Medoxomil; Hydrochlorothiazide",,"Therapy",,,
"Olopatadine Hydrochloride",,"Therapy",,,
"Olux",,"Therapy","[u'Clobetasol Propionate']",,
"Olux E",,"Therapy","[u'Clobetasol Propionate']",,
"Omacor",,"Therapy","[u'Omega-3Acid Ethyl Esters']",,
"Omeprazole",,"Therapy",,,
"Omeprazole And Sodium Bicarbonate",,"Therapy","[u'Omeprazole; Sodium Bicarbonate']",,
"Omeprazole Magnesium",,"Therapy",,,
"Omeprazole; Clarithromycin; Amoxicillin",,"Therapy",,,
"Omnaris",,"Therapy","[u'Ciclesonide']",,
"Omnicef",,"Therapy","[u'Cefdinir']",,
"Omnipaque 140",,"Therapy","[u'Iohexol']",,
"Omnipaque 180",,"Therapy","[u'Iohexol']",,
"Omnipaque 210",,"Therapy","[u'Iohexol']",,
"Omnipaque 240",,"Therapy","[u'Iohexol']",,
"Omnipaque 300",,"Therapy","[u'Iohexol']",,
"Omnipaque 350",,"Therapy","[u'Iohexol']",,
"Omnipaque 70",,"Therapy","[u'Iohexol']",,
"Omnipen (Ampicillin)",,"Therapy","[u'Ampicillin/Ampicillin Trihydrate']",,
"Omnipen-N",,"Therapy","[u'Ampicillin Sodium']",,
"Omnipred",,"Therapy","[u'Prednisolone Acetate']",,
"Omniscan",,"Therapy","[u'Gadodiamide']",,
"Omnitrope",,"Therapy","[u'Somatropin Recombinant']",,
"Ona-Mast",,"Therapy","[u'Phentermine Hydrochloride']",,
"Oncaspar",,"Therapy","[u'Pegaspargase']",,
"Oncovin",,"Therapy","[u'Vincristine Sulfate']",,
"Ondansetron",,"Therapy",,,
"Ondansetron Hydrochloride",,"Therapy",,,
"Ondansetron Hydrochloride And Dextrose In Plastic Container",,"Therapy","[u'Ondansetron Hydrochloride']",,
"Ondansetron Hydrochloride And Sodium Chloride In Plastic Container",,"Therapy","[u'Ondansetron Hydrochloride']",,
"Ondansetron Hydrochloride Preservative Free",,"Therapy","[u'Ondansetron Hydrochloride']",,
"Onglyza",,"Therapy","[u'Saxagliptin Hydrochloride']",,
"Onsolis",,"Therapy","[u'Fentanyl Citrate']",,
"Ontak",,"Therapy","[u'Denileukin Diftitox']",,
"Opana",,"Therapy","[u'Oxymorphone Hydrochloride']",,
"Opana Er",,"Therapy","[u'Oxymorphone Hydrochloride']",,
"Opcon",,"Therapy","[u'Naphazoline Hydrochloride']",,
"Opcon-A",,"Therapy","[u'Naphazoline Hydrochloride; Pheniramine Maleate']",,
"Ophthaine",,"Therapy","[u'Proparacaine Hydrochloride']",,
"Ophthetic",,"Therapy","[u'Proparacaine Hydrochloride']",,
"Ophthochlor",,"Therapy","[u'Chloramphenicol']",,
"Ophthocort",,"Therapy","[u'Chloramphenicol; Hydrocortisone Acetate; Polymyxin B Sulfate']",,
"Opticrom",,"Therapy","[u'Cromolyn Sodium']",,
"Optimark",,"Therapy","[u'Gadoversetamide']",,
"Optimark In Plastic Container",,"Therapy","[u'Gadoversetamide']",,
"Optimine",,"Therapy","[u'Azatadine Maleate']",,
"Optipranolol",,"Therapy","[u'Metipranolol Hydrochloride']",,
"Optiray 160",,"Therapy","[u'Ioversol']",,
"Optiray 240",,"Therapy","[u'Ioversol']",,
"Optiray 300",,"Therapy","[u'Ioversol']",,
"Optiray 320",,"Therapy","[u'Ioversol']",,
"Optiray 350",,"Therapy","[u'Ioversol']",,
"Optison",,"Therapy","[u'Albumin Human']",,
"Optivar",,"Therapy","[u'Azelastine Hydrochloride']",,
"Optomycin",,"Therapy","[u'Chloramphenicol']",,
"Ora-Testryl",,"Therapy","[u'Fluoxymesterone']",,
"Orabase Hca",,"Therapy","[u'Hydrocortisone Acetate']",,
