"applicationNumber","productNumber","form","dosage","productMarketStatus","tecCode","isReferenceDrug","treatmentTypeName","activeIngredients","interestCategories","isDrug"
65262,2,"Injectable; Im-Iv","EQ 2GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65263,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65264,1,"Capsule; Oral","300MG","Prescription","AB",0,"Cefdinir","Cefdinir","Ceftriaxone",TRUE
65265,1,"Injectable; Injection","EQ 500MG BASE/VIAL","Prescription","AP",0,"Azithromycin","Azithromycin","Cefdinir",TRUE
65266,1,"Tablet; Oral","250MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Azithromycin",TRUE
65266,2,"Tablet; Oral","500MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Clarithromycin",TRUE
65267,1,"Tablet; Oral","250MG","Prescription","AB",0,"Cefprozil","Cefprozil","Clarithromycin",TRUE
65267,2,"Tablet; Oral","500MG","Prescription","AB",0,"Cefprozil","Cefprozil","Cefprozil",TRUE
65268,1,"Injectable; Im-Iv","EQ 1GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Cefprozil",TRUE
65268,2,"Injectable; Im-Iv","EQ 2GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65269,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65271,1,"Capsule; Oral","250MG","Prescription","AB",0,"Amoxicillin","Amoxicillin","Ceftriaxone",TRUE
65271,2,"Capsule; Oral","500MG","Prescription","AB",0,"Amoxicillin","Amoxicillin","Amoxicillin",TRUE
65274,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Amoxicillin",TRUE
65275,1,"Injectable; Injection","1MG/ML","Prescription","AP",0,"Idarubicin Hydrochloride","Idarubicin Hydrochloride","Ceftriaxone",TRUE
65276,1,"Tablet; Oral","250MG","Prescription","AB",0,"Cefprozil","Cefprozil","Idarubicin Hydrochloride",TRUE
65276,2,"Tablet; Oral","500MG","Prescription","AB",1,"Cefprozil","Cefprozil","Cefprozil",TRUE
65277,1,"Tablet; Oral","EQ 20MG BASE","Prescription","AB",0,"Doxycycline Hyclate","Doxycycline Hyclate","Cefprozil",TRUE
65278,1,"For Suspension; Oral","EQ 250MG BASE/5ML","Prescription","AB",0,"Cefadroxil","Cefadroxil/Cefadroxil Hemihydrate","Doxycycline Hyclate",TRUE
65278,2,"For Suspension; Oral","EQ 500MG BASE/5ML","Prescription","AB",0,"Cefadroxil","Cefadroxil/Cefadroxil Hemihydrate","Cefadroxil",TRUE
65280,1,"Injectable; Injection","EQ 500MG BASE/VIAL","Prescription","AP",0,"Cefazolin Sodium","Cefazolin Sodium","Cefadroxil",TRUE
65280,2,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Cefazolin Sodium","Cefazolin Sodium","Cefazolin Sodium",TRUE
65281,1,"Capsule, Delayed Release; Oral","EQ 75MG BASE","Prescription",,0,"Doxycycline Hyclate","Doxycycline Hyclate","Cefazolin Sodium",TRUE
65281,2,"Capsule, Delayed Release; Oral","EQ 100MG BASE","Prescription",,1,"Doxycycline Hyclate","Doxycycline Hyclate","Doxycycline Hyclate",TRUE
65282,1,"Capsule; Oral","EQ 500MG BASE","Prescription","AB",1,"Cefadroxil","Cefadroxil/Cefadroxil Hemihydrate","Doxycycline Hyclate",TRUE
65283,2,"For Suspension; Oral","125MG/5ML","Prescription","AB",0,"Clarithromycin","Clarithromycin","Cefadroxil",TRUE
65283,3,"For Suspension; Oral","250MG/5ML","Prescription","AB",0,"Clarithromycin","Clarithromycin","Clarithromycin",TRUE
65284,1,"For Suspension; Oral","250MG/5ML","Prescription","AB",0,"Cefprozil","Cefprozil","Clarithromycin",TRUE
65284,2,"For Suspension; Oral","125MG/5ML","Prescription","AB",0,"Cefprozil","Cefprozil","Cefprozil",TRUE
65285,1,"Tablet; Oral","EQ 50MG BASE","Prescription","AB",0,"Doxycycline","Doxycycline","Cefprozil",TRUE
65285,2,"Tablet; Oral","EQ 100MG BASE","Prescription","AB",0,"Doxycycline","Doxycycline","Doxycycline",TRUE
65285,3,"Tablet; Oral","EQ 75MG BASE","Prescription","AB",0,"Doxycycline","Doxycycline","Doxycycline",TRUE
65285,4,"Tablet; Oral","EQ 150MG BASE","Prescription","AB",0,"Doxycycline","Doxycycline","Doxycycline",TRUE
65287,1,"Tablet; Oral","EQ 20MG BASE","Discontinued",,0,"Doxycycline Hyclate","Doxycycline Hyclate","Doxycycline",TRUE
65288,1,"Injectable; Injection","1MG/ML","Prescription","AP",0,"Idarubicin Hydrochloride","Idarubicin Hydrochloride","Doxycycline Hyclate",TRUE
65289,1,"Injectable; Injection","50MG/25ML (2MG/ML)","Prescription","AP",0,"Epirubicin Hydrochloride","Epirubicin Hydrochloride","Idarubicin Hydrochloride",TRUE
65289,2,"Injectable; Injection","200MG/100ML (2MG/ML)","Prescription","AP",0,"Epirubicin Hydrochloride","Epirubicin Hydrochloride","Epirubicin Hydrochloride",TRUE
65290,1,"Injectable; Injection","EQ 500MG BASE/VIAL","Prescription","AP",0,"Cefotaxime Sodium","Cefotaxime Sodium","Epirubicin Hydrochloride",TRUE
65290,2,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Cefotaxime Sodium","Cefotaxime Sodium","Cefotaxime Sodium",TRUE
65290,3,"Injectable; Injection","EQ 2GM BASE/VIAL","Prescription","AP",0,"Cefotaxime Sodium","Cefotaxime Sodium","Cefotaxime Sodium",TRUE
65291,1,"Capsule; Oral","250MG","Prescription","AB",0,"Amoxicillin","Amoxicillin","Cefotaxime Sodium",TRUE
65291,2,"Capsule; Oral","500MG","Prescription","AB",0,"Amoxicillin","Amoxicillin","Amoxicillin",TRUE
65292,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Cefotaxime Sodium","Cefotaxime Sodium","Amoxicillin",TRUE
65293,1,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Cefotaxime Sodium","Cefotaxime Sodium","Cefotaxime Sodium",TRUE
65293,2,"Injectable; Injection","EQ 2GM BASE/VIAL","Prescription","AP",0,"Cefotaxime Sodium","Cefotaxime Sodium","Cefotaxime Sodium",TRUE
65294,1,"Injectable; Im-Iv","EQ 250MG BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Cefotaxime Sodium",TRUE
65294,2,"Injectable; Im-Iv","EQ 500MG BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65294,3,"Injectable; Im-Iv","EQ 1GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65294,4,"Injectable; Im-Iv","EQ 2GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65295,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Cefazolin Sodium","Cefazolin Sodium","Ceftriaxone",TRUE
65296,1,"Injectable; Injection","EQ 20GM BASE/VIAL","Prescription","AP",0,"Cefazolin Sodium","Cefazolin Sodium","Cefazolin Sodium",TRUE
65297,1,"For Suspension; Oral","EQ 100MG BASE/5ML","Prescription","AB",0,"Azithromycin","Azithromycin","Cefazolin Sodium",TRUE
65297,2,"For Suspension; Oral","EQ 200MG BASE/5ML","Prescription","AB",0,"Azithromycin","Azithromycin","Azithromycin",TRUE
65301,1,"Tablet; Oral","EQ 1GM BASE","Prescription","AB",0,"Cefadroxil","Cefadroxil/Cefadroxil Hemihydrate","Azithromycin",TRUE
65302,3,"Tablet; Oral","EQ 600MG BASE","Prescription","AB",0,"Azithromycin","Azithromycin","Cefadroxil",TRUE
65303,1,"Injectable; Injection","EQ 500MG BASE/VIAL","Prescription","AP",0,"Cefazolin Sodium","Cefazolin Sodium","Azithromycin",TRUE
65303,2,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Cefazolin Sodium","Cefazolin Sodium","Cefazolin Sodium",TRUE
65305,1,"Injectable; Im-Iv","EQ 250MG BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Cefazolin Sodium",TRUE
65305,2,"Injectable; Im-Iv","EQ 500MG BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65305,3,"Injectable; Im-Iv","EQ 1GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65305,4,"Injectable; Im-Iv","EQ 2GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65306,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Cefazolin Sodium","Cefazolin Sodium","Ceftriaxone",TRUE
65307,2,"For Suspension; Oral","EQ 250MG BASE/5ML","Prescription","AB",0,"Cefadroxil","Cefadroxil/Cefadroxil Hemihydrate","Cefazolin Sodium",TRUE
65307,3,"For Suspension; Oral","EQ 500MG BASE/5ML","Prescription","AB",0,"Cefadroxil","Cefadroxil/Cefadroxil Hemihydrate","Cefadroxil",TRUE
65308,1,"Tablet; Oral","EQ 125MG BASE","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Cefadroxil",TRUE
65308,2,"Tablet; Oral","EQ 250MG BASE","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Cefuroxime Axetil",TRUE
65308,3,"Tablet; Oral","EQ 500MG BASE","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Cefuroxime Axetil",TRUE
65309,1,"Capsule; Oral","EQ 500MG BASE","Prescription","AB",0,"Cefadroxil","Cefadroxil/Cefadroxil Hemihydrate","Cefuroxime Axetil",TRUE
65310,1,"Injectable; Injection","EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL","Prescription","AP",0,"Ampicillin And Sulbactam","Ampicillin Sodium; Sulbactam Sodium","Cefadroxil",TRUE
65310,2,"Injectable; Injection","EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL","Prescription","AP",0,"Ampicillin And Sulbactam","Ampicillin Sodium; Sulbactam Sodium","Ampicillin And Sulbactam",TRUE
65311,1,"Capsule; Oral","EQ 500MG BASE","Prescription","AB",0,"Cefadroxil","Cefadroxil/Cefadroxil Hemihydrate","Ampicillin And Sulbactam",TRUE
65312,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Cefoxitin","Cefoxitin Sodium","Cefadroxil",TRUE
65313,1,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Cefoxitin","Cefoxitin Sodium","Cefoxitin",TRUE
65313,2,"Injectable; Injection","EQ 2GM BASE/VIAL","Prescription","AP",0,"Cefoxitin","Cefoxitin Sodium","Cefoxitin",TRUE
65314,1,"Injectable; Injection","EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL","Prescription","AP",0,"Ampicillin And Sulbactam","Ampicillin Sodium; Sulbactam Sodium","Cefoxitin",TRUE
65315,1,"Cream; Topical","100,000 UNITS/GM","Prescription","AT",0,"Nystatin","Nystatin","Ampicillin And Sulbactam",TRUE
65316,1,"Injectable; Injection","EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL","Prescription","AP",0,"Ampicillin And Sulbactam","Ampicillin Sodium; Sulbactam Sodium","Nystatin",TRUE
65316,2,"Injectable; Injection","EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL","Prescription","AP",0,"Ampicillin And Sulbactam","Ampicillin Sodium; Sulbactam Sodium","Ampicillin And Sulbactam",TRUE
65317,3,"Tablet; Oral","875MG;EQ 125MG BASE","Prescription","AB",0,"Amoxicillin And Clavulanate Potassium","Amoxicillin; Clavulanate Potassium","Ampicillin And Sulbactam",TRUE
65319,2,"For Suspension; Oral","400MG/5ML","Prescription","AB",0,"Amoxicillin","Amoxicillin","Amoxicillin And Clavulanate Potassium",TRUE
65320,1,"Swab; Topical",2.00%,"Prescription","AT",1,"Erythromycin","Erythromycin","Amoxicillin",TRUE
65321,1,"Powder; Topical","100,000 UNITS/GM","Prescription","AT",0,"Nystatin","Nystatin","Erythromycin",TRUE
65322,1,"For Suspension; Oral","250MG/5ML","Prescription","AB",0,"Amoxicillin","Amoxicillin","Nystatin",TRUE
65322,2,"For Suspension; Oral","125MG/5ML","Prescription","AB",0,"Amoxicillin","Amoxicillin","Amoxicillin",TRUE
65323,1,"For Suspension; Oral","EQ 125MG BASE/5ML","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Amoxicillin",TRUE
65323,2,"For Suspension; Oral","EQ 250MG BASE/5ML","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Cefuroxime Axetil",TRUE
65324,1,"Tablet, For Suspension; Oral","200MG","Prescription","AB",0,"Amoxicillin","Amoxicillin","Cefuroxime Axetil",TRUE
65324,2,"Tablet, For Suspension; Oral","400MG","Prescription","AB",0,"Amoxicillin","Amoxicillin","Amoxicillin",TRUE
65325,1,"For Suspension; Oral","400MG/5ML","Prescription","AB",0,"Amoxicillin","Amoxicillin","Amoxicillin",TRUE
65325,2,"For Suspension; Oral","200MG/5ML","Prescription","AB",0,"Amoxicillin","Amoxicillin","Amoxicillin",TRUE
65326,1,"For Suspension; Oral","EQ 125MG BASE/5ML","Prescription","AB",0,"Cephalexin","Cephalexin","Amoxicillin",TRUE
65326,2,"For Suspension; Oral","EQ 250MG BASE/5ML","Prescription","AB",0,"Cephalexin","Cephalexin","Cephalexin",TRUE
65327,1,"Tablet; Oral","250MG","Prescription","AB",0,"Cefprozil","Cefprozil","Cephalexin",TRUE
65327,2,"Tablet; Oral","500MG","Prescription","AB",0,"Cefprozil","Cefprozil","Cefprozil",TRUE
65328,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Cefprozil",TRUE
65329,1,"Injectable; Injection","EQ 500MG BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65329,2,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65329,3,"Injectable; Injection","EQ 2GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65330,1,"Capsule; Oral","300MG","Prescription","AB",1,"Cefdinir","Cefdinir","Ceftriaxone",TRUE
65331,1,"Injectable; Injection","50MG/25ML (2MG/ML)","Prescription","AP",0,"Epirubicin Hydrochloride","Epirubicin Hydrochloride","Cefdinir",TRUE
65331,2,"Injectable; Injection","200MG/100ML (2MG/ML)","Prescription","AP",0,"Epirubicin Hydrochloride","Epirubicin Hydrochloride","Epirubicin Hydrochloride",TRUE
65332,1,"For Suspension; Oral","125MG/5ML","Prescription","AB",0,"Cefdinir","Cefdinir","Epirubicin Hydrochloride",TRUE
65332,2,"For Suspension; Oral","250MG/5ML","Prescription","AB",0,"Cefdinir","Cefdinir","Cefdinir",TRUE
65333,1,"Tablet; Oral","250MG;EQ 125MG BASE","Prescription","AB",0,"Amoxicillin And Clavulanate Potassium","Amoxicillin; Clavulanate Potassium","Cefdinir",TRUE
65333,2,"Tablet; Oral","500MG;EQ 125MG BASE","Prescription","AB",0,"Amoxicillin And Clavulanate Potassium","Amoxicillin; Clavulanate Potassium","Amoxicillin And Clavulanate Potassium",TRUE
65334,1,"For Suspension; Oral","200MG/5ML","Prescription","AB",0,"Amoxicillin","Amoxicillin","Amoxicillin And Clavulanate Potassium",TRUE
65334,2,"For Suspension; Oral","400MG/5ML","Prescription","AB",0,"Amoxicillin","Amoxicillin","Amoxicillin",TRUE
65336,1,"For Suspension; Oral","EQ 125MG BASE/5ML","Prescription","AB",0,"Cephalexin","Cephalexin","Amoxicillin",TRUE
65336,2,"For Suspension; Oral","EQ 250MG BASE/5ML","Prescription","AB",0,"Cephalexin","Cephalexin","Cephalexin",TRUE
65337,1,"For Suspension; Oral","125MG/5ML","Prescription","AB",0,"Cefdinir","Cefdinir","Cephalexin",TRUE
65337,2,"For Suspension; Oral","250MG/5ML","Prescription","AB",1,"Cefdinir","Cefdinir","Cefdinir",TRUE
65339,1,"Injectable; Injection","50MG/25ML (2MG/ML)","Prescription","AP",0,"Epirubicin Hydrochloride","Epirubicin Hydrochloride","Cefdinir",TRUE
65339,2,"Injectable; Injection","200MG/100ML (2MG/ML)","Prescription","AP",0,"Epirubicin Hydrochloride","Epirubicin Hydrochloride","Epirubicin Hydrochloride",TRUE
65340,1,"Tablet; Oral","250MG","Prescription","AB",0,"Cefprozil","Cefprozil","Epirubicin Hydrochloride",TRUE
65340,2,"Tablet; Oral","500MG","Prescription","AB",0,"Cefprozil","Cefprozil","Cefprozil",TRUE
65342,1,"Injectable; Im-Iv","EQ 250MG BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Cefprozil",TRUE
65342,2,"Injectable; Im-Iv","EQ 500MG BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65342,3,"Injectable; Im-Iv","EQ 1GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65342,4,"Injectable; Im-Iv","EQ 2GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65343,1,"Injectable; Injection","10MG/5ML (2MG/ML)","Prescription","AP",0,"Epirubicin Hydrochloride","Epirubicin Hydrochloride","Ceftriaxone",TRUE
65343,2,"Injectable; Injection","50MG/25ML (2MG/ML)","Prescription","AP",0,"Epirubicin Hydrochloride","Epirubicin Hydrochloride","Epirubicin Hydrochloride",TRUE
65343,3,"Injectable; Injection","150MG/75ML (2MG/ML)","Prescription","AP",0,"Epirubicin Hydrochloride","Epirubicin Hydrochloride","Epirubicin Hydrochloride",TRUE
65343,4,"Injectable; Injection","200MG/100ML (2MG/ML)","Prescription","AP",0,"Epirubicin Hydrochloride","Epirubicin Hydrochloride","Epirubicin Hydrochloride",TRUE
65344,1,"Tablet; Oral","875MG","Prescription","AB",0,"Amoxicillin","Amoxicillin","Epirubicin Hydrochloride",TRUE
65345,1,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Cefazolin Sodium","Cefazolin Sodium","Amoxicillin",TRUE
65346,1,"Injectable; Injection","EQ 150MG BASE/ML","Prescription","AP",0,"Clindamycin Phosphate","Clindamycin Phosphate","Cefazolin Sodium",TRUE
65347,1,"Injectable; Injection","EQ 150MG BASE/ML","Prescription","AP",0,"Clindamycin Phosphate","Clindamycin Phosphate","Clindamycin Phosphate",TRUE
65348,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Cefotaxime Sodium","Cefotaxime Sodium","Clindamycin Phosphate",TRUE
65350,1,"Capsule; Oral","EQ 250MG BASE","Prescription","AB",0,"Cefaclor","Cefaclor","Cefotaxime Sodium",TRUE
65350,2,"Capsule; Oral","EQ 500MG BASE","Prescription","AB",1,"Cefaclor","Cefaclor","Cefaclor",TRUE
65352,1,"Capsule; Oral","EQ 500MG BASE","Prescription","AB",0,"Cefadroxil","Cefadroxil/Cefadroxil Hemihydrate","Cefaclor",TRUE
65353,1,"Tablet; Oral","EQ 50MG BASE","Prescription","AB",0,"Doxycycline","Doxycycline","Cefadroxil",TRUE
65353,2,"Tablet; Oral","EQ 75MG BASE","Prescription","AB",0,"Doxycycline","Doxycycline","Doxycycline",TRUE
65353,3,"Tablet; Oral","EQ 100MG BASE","Prescription","AB",0,"Doxycycline","Doxycycline","Doxycycline",TRUE
65354,1,"Suspension; Oral","125MG/5ML","Prescription","AB",0,"Griseofulvin","Griseofulvin, Microcrystalline","Doxycycline",TRUE
65355,1,"Suspension; Oral","200MG/5ML","Prescription",,1,"Suprax","Cefixime","Griseofulvin",TRUE
65356,1,"Tablet; Oral","EQ 50MG BASE","Prescription","AB",0,"Doxycycline","Doxycycline","Suprax",TRUE
65356,2,"Tablet; Oral","EQ 75MG BASE","Prescription","AB",0,"Doxycycline","Doxycycline","Doxycycline",TRUE
65356,3,"Tablet; Oral","EQ 100MG BASE","Prescription","AB",0,"Doxycycline","Doxycycline","Doxycycline",TRUE
65358,1,"For Suspension; Oral","600MG/5ML;EQ 42.9MG BASE/5ML","Prescription","AB",0,"Amoxicillin And Clavulanate Potassium","Amoxicillin; Clavulanate Potassium","Doxycycline",TRUE
65359,1,"Tablet; Oral","EQ 125MG BASE","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Amoxicillin And Clavulanate Potassium",TRUE
65359,2,"Tablet; Oral","EQ 250MG BASE","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Cefuroxime Axetil",TRUE
65359,3,"Tablet; Oral","EQ 500MG BASE","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Cefuroxime Axetil",TRUE
65360,1,"Tablet; Oral","EQ 600MG BASE","Prescription","AB",0,"Azithromycin","Azithromycin","Cefuroxime Axetil",TRUE
65361,1,"Injectable; Injection","50MG/25ML (2MG/ML)","Prescription","AP",0,"Epirubicin Hydrochloride","Epirubicin Hydrochloride","Azithromycin",TRUE
65361,2,"Injectable; Injection","200MG/100ML (2MG/ML)","Prescription","AP",0,"Epirubicin Hydrochloride","Epirubicin Hydrochloride","Epirubicin Hydrochloride",TRUE
65362,1,"Injectable; Injection","EQ 2GM BASE/VIAL;EQ 250MG BASE/VIAL","Prescription","AP",0,"Piperacillin And Tazobactam","Piperacillin; Tazobactam","Epirubicin Hydrochloride",TRUE
65362,2,"Injectable; Injection","EQ 3GM BASE/VIAL;EQ 375MG BASE/VIAL","Prescription","AP",0,"Piperacillin And Tazobactam","Piperacillin; Tazobactam","Piperacillin And Tazobactam",TRUE
65362,3,"Injectable; Injection","EQ 4GM BASE/VIAL;EQ 500MG BASE/VIAL","Prescription","AP",0,"Piperacillin And Tazobactam","Piperacillin; Tazobactam","Piperacillin And Tazobactam",TRUE
65363,1,"Injectable; Injection","EQ 2GM BASE/VIAL;EQ 250MG BASE/VIAL","Prescription","AP",0,"Piperacillin And Tazobactam","Piperacillin; Tazobactam","Piperacillin And Tazobactam",TRUE
65363,2,"Injectable; Injection","EQ 3GM BASE/VIAL;EQ 375MG BASE/VIAL","Prescription","AP",0,"Piperacillin And Tazobactam","Piperacillin; Tazobactam","Piperacillin And Tazobactam",TRUE
65363,3,"Injectable; Injection","EQ 4GM BASE/VIAL;EQ 500MG BASE/VIAL","Prescription","AP",0,"Piperacillin And Tazobactam","Piperacillin; Tazobactam","Piperacillin And Tazobactam",TRUE
65364,1,"Injectable; Injection","EQ 150MG BASE/VIAL","Prescription","AP",0,"Colistimethate Sodium","Colistimethate Sodium","Piperacillin And Tazobactam",TRUE
65365,1,"Tablet; Oral","EQ 250MG BASE","Prescription","AB",0,"Azithromycin","Azithromycin","Colistimethate Sodium",TRUE
65366,1,"Tablet; Oral","EQ 500MG BASE","Prescription","AB",0,"Azithromycin","Azithromycin","Azithromycin",TRUE
65368,1,"Capsule; Oral","300MG","Prescription","AB",0,"Cefdinir","Cefdinir","Azithromycin",TRUE
65369,1,"Injectable; Injection","EQ 500MG BASE/VIAL","Prescription","AP",0,"Cefepime Hydrochloride","Cefepime Hydrochloride","Cefdinir",TRUE
65369,2,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Cefepime Hydrochloride","Cefepime Hydrochloride","Cefepime Hydrochloride",TRUE
65369,3,"Injectable; Injection","EQ 2GM BASE/VIAL","Prescription","AP",0,"Cefepime Hydrochloride","Cefepime Hydrochloride","Cefepime Hydrochloride",TRUE
65370,1,"Tablet; Oral","EQ 100MG BASE","Prescription","AB",0,"Cefpodoxime Proxetil","Cefpodoxime Proxetil","Cefepime Hydrochloride",TRUE
65370,2,"Tablet; Oral","EQ 200MG BASE","Prescription","AB",0,"Cefpodoxime Proxetil","Cefpodoxime Proxetil","Cefpodoxime Proxetil",TRUE
65371,1,"Injectable; Injection","50MG/25ML (2MG/ML)","Prescription","AP",0,"Epirubicin Hydrochloride","Epirubicin Hydrochloride","Cefpodoxime Proxetil",TRUE
